date,platform,channel,campaign_name,ad_group,creative_type,target_audience,region,device,impressions,clicks,conversions,cost,revenue,ctr,cvr,cpc,cpa,roi
2025-03-28,巨量引擎,搜索,广告计划_021,广告组_014,图文,学生党,华南,Android,3732,214,11,513.11,303.67,0.0573,0.0514,2.4,46.65,0.59
2025-03-12,腾讯广告,搜索,广告计划_009,广告组_005,图文,老客,华东,Android,3781,96,4,452.37,322.91,0.0254,0.0417,4.71,113.09,0.71
2025-01-21,巨量引擎,信息流,广告计划_008,广告组_066,直播切片,学生党,华东,Android,4438,294,37,1209.24,3106.11,0.0662,0.1259,4.11,32.68,2.57
2025-03-16,磁力引擎,短视频,广告计划_013,广告组_012,图文,女性18-24,西南,Android,688,36,3,140.15,98.87,0.0523,0.0833,3.89,46.72,0.71
2025-03-12,巨量引擎,信息流,广告计划_011,广告组_091,直播切片,老客,华东,Android,4832,188,10,340.16,1132.64,0.0389,0.0532,1.81,34.02,3.33
2025-03-02,磁力引擎,信息流,广告计划_016,广告组_041,短视频,老客,华南,Android,796,56,10,333.94,674.69,0.0704,0.1786,5.96,33.39,2.02
2025-03-10,腾讯广告,信息流,广告计划_043,广告组_093,直播切片,新客,西南,Android,1514,133,18,300.1,989.04,0.0878,0.1353,2.26,16.67,3.3
2025-02-19,磁力引擎,开屏,广告计划_050,广告组_088,直播切片,一线城市白领,西南,iOS,3414,168,14,941.25,477.63,0.0492,0.0833,5.6,67.23,0.51
2025-03-30,巨量引擎,短视频,广告计划_040,广告组_092,图文,学生党,华南,iOS,6016,380,44,1994.39,3850.02,0.0632,0.1158,5.25,45.33,1.93
2025-02-11,巨量引擎,开屏,广告计划_025,广告组_037,图文,女性18-24,华东,iOS,3840,81,13,411.03,906.54,0.0211,0.1605,5.07,31.62,2.21
2025-02-13,腾讯广告,短视频,广告计划_024,广告组_006,直播切片,一线城市白领,华南,iOS,4630,137,19,1268.21,674.45,0.0296,0.1387,9.26,66.75,0.53
2025-02-10,巨量引擎,信息流,广告计划_011,广告组_044,直播切片,老客,西南,Android,1110,80,16,105.15,1916.77,0.0721,0.2,1.31,6.57,18.23
2025-02-16,腾讯广告,搜索,广告计划_009,广告组_068,短视频,学生党,华北,iOS,1434,98,9,371.59,388.01,0.0683,0.0918,3.79,41.29,1.04
2025-02-05,巨量引擎,开屏,广告计划_038,广告组_017,短视频,学生党,华南,iOS,6424,351,18,2956.29,1096.23,0.0546,0.0513,8.42,164.24,0.37
2025-03-03,腾讯广告,搜索,广告计划_019,广告组_022,直播切片,老客,华东,iOS,3674,262,61,2030.09,5675.19,0.0713,0.2328,7.75,33.28,2.8
2025-02-26,巨量引擎,短视频,广告计划_013,广告组_085,短视频,一线城市白领,华北,iOS,2418,184,30,1022.39,1892.94,0.0761,0.163,5.56,34.08,1.85
2025-01-04,巨量引擎,开屏,广告计划_049,广告组_095,短视频,一线城市白领,华东,iOS,5664,152,30,226.33,3572.78,0.0268,0.1974,1.49,7.54,15.79
2025-01-30,腾讯广告,短视频,广告计划_024,广告组_056,图文,男性25-34,西南,iOS,4698,140,20,1135.19,700.32,0.0298,0.1429,8.11,56.76,0.62
2025-03-24,巨量引擎,信息流,广告计划_015,广告组_036,短视频,女性18-24,西南,Android,5551,221,11,1375.88,1102.17,0.0398,0.0498,6.23,125.08,0.8
2025-01-10,磁力引擎,开屏,广告计划_046,广告组_061,图文,老客,西南,iOS,3022,78,11,429.21,633.9,0.0258,0.141,5.5,39.02,1.48
2025-03-13,腾讯广告,信息流,广告计划_008,广告组_081,直播切片,一线城市白领,华中,iOS,1402,55,1,189.84,34.51,0.0392,0.0182,3.45,189.84,0.18
2025-01-04,磁力引擎,搜索,广告计划_036,广告组_056,直播切片,男性25-34,西南,iOS,3802,230,7,1459.04,654.95,0.0605,0.0304,6.34,208.43,0.45
2025-03-20,磁力引擎,开屏,广告计划_048,广告组_001,短视频,学生党,西南,iOS,2443,111,14,238.83,311.58,0.0454,0.1261,2.15,17.06,1.3
2025-03-30,腾讯广告,开屏,广告计划_018,广告组_073,直播切片,新客,西南,Android,3487,191,13,1209.54,843.4,0.0548,0.0681,6.33,93.04,0.7
2025-02-13,巨量引擎,信息流,广告计划_037,广告组_051,直播切片,新客,华东,iOS,6368,429,36,562.44,3624.14,0.0674,0.0839,1.31,15.62,6.44
2025-03-01,巨量引擎,信息流,广告计划_016,广告组_053,短视频,老客,西南,Android,2843,127,9,185.67,1181.57,0.0447,0.0709,1.46,20.63,6.36
2025-02-07,巨量引擎,搜索,广告计划_026,广告组_034,直播切片,男性25-34,华东,Android,5045,140,23,923.32,2707.02,0.0278,0.1643,6.6,40.14,2.93
2025-02-28,巨量引擎,短视频,广告计划_009,广告组_027,图文,老客,华南,Android,4278,95,7,303.95,407.59,0.0222,0.0737,3.2,43.42,1.34
2025-01-01,磁力引擎,短视频,广告计划_050,广告组_070,图文,女性18-24,华东,iOS,3597,146,19,964.87,883.8,0.0406,0.1301,6.61,50.78,0.92
2025-01-03,磁力引擎,开屏,广告计划_046,广告组_041,图文,老客,华北,iOS,3897,171,5,302.22,580.03,0.0439,0.0292,1.77,60.44,1.92
2025-02-12,腾讯广告,短视频,广告计划_026,广告组_051,短视频,学生党,华中,Android,4822,197,30,903.88,3054.7,0.0409,0.1523,4.59,30.13,3.38
2025-03-27,腾讯广告,短视频,广告计划_024,广告组_092,短视频,新客,华东,iOS,3368,321,17,2483.68,491.75,0.0953,0.053,7.74,146.1,0.2
2025-01-19,巨量引擎,短视频,广告计划_031,广告组_089,短视频,男性25-34,华南,Android,4134,332,20,2276.03,2095.23,0.0803,0.0602,6.86,113.8,0.92
2025-03-05,腾讯广告,搜索,广告计划_035,广告组_073,直播切片,男性25-34,华中,iOS,2484,76,2,490.41,129.96,0.0306,0.0263,6.45,245.2,0.27
2025-03-31,腾讯广告,信息流,广告计划_021,广告组_040,短视频,新客,华北,iOS,2107,188,18,1577.0,1284.96,0.0892,0.0957,8.39,87.61,0.81
2025-03-14,巨量引擎,信息流,广告计划_011,广告组_009,图文,学生党,华北,Android,1618,101,5,425.63,106.26,0.0624,0.0495,4.21,85.13,0.25
2025-02-14,腾讯广告,信息流,广告计划_009,广告组_039,图文,学生党,西南,Android,3006,25,0,180.94,0.0,0.0083,0.0,7.24,0.0,0.0
2025-01-13,磁力引擎,搜索,广告计划_032,广告组_006,直播切片,女性18-24,华北,iOS,1854,108,6,990.24,554.52,0.0583,0.0556,9.17,165.04,0.56
2025-03-08,巨量引擎,搜索,广告计划_034,广告组_042,图文,女性18-24,华中,iOS,4171,133,19,200.1,1053.66,0.0319,0.1429,1.5,10.53,5.27
2025-03-14,磁力引擎,信息流,广告计划_036,广告组_039,直播切片,一线城市白领,华北,iOS,4002,265,20,1844.6,2246.31,0.0662,0.0755,6.96,92.23,1.22
2025-01-12,磁力引擎,开屏,广告计划_008,广告组_001,短视频,新客,华中,Android,1425,42,4,153.1,239.4,0.0295,0.0952,3.65,38.28,1.56
2025-03-07,巨量引擎,搜索,广告计划_006,广告组_043,短视频,学生党,西南,iOS,6009,539,55,3469.65,6489.83,0.0897,0.102,6.44,63.08,1.87
2025-02-14,巨量引擎,搜索,广告计划_029,广告组_092,短视频,男性25-34,华中,iOS,3175,51,6,206.79,447.18,0.0161,0.1176,4.05,34.46,2.16
2025-03-16,磁力引擎,信息流,广告计划_001,广告组_001,短视频,一线城市白领,华北,iOS,3430,104,20,764.54,1791.64,0.0303,0.1923,7.35,38.23,2.34
2025-02-01,磁力引擎,搜索,广告计划_016,广告组_018,图文,学生党,华南,iOS,823,36,2,329.17,189.91,0.0437,0.0556,9.14,164.58,0.58
2025-02-08,巨量引擎,短视频,广告计划_029,广告组_023,直播切片,女性18-24,华南,Android,1332,109,5,274.08,713.4,0.0818,0.0459,2.51,54.82,2.6
2025-01-22,磁力引擎,短视频,广告计划_033,广告组_070,图文,女性18-24,华中,Android,2261,154,8,1033.21,354.26,0.0681,0.0519,6.71,129.15,0.34
2025-03-17,腾讯广告,开屏,广告计划_028,广告组_036,图文,老客,华南,iOS,2923,54,1,308.73,86.7,0.0185,0.0185,5.72,308.73,0.28
2025-03-13,腾讯广告,信息流,广告计划_002,广告组_065,图文,一线城市白领,西南,Android,2135,39,4,245.07,295.28,0.0183,0.1026,6.28,61.27,1.2
2025-02-14,磁力引擎,搜索,广告计划_027,广告组_039,图文,学生党,西南,iOS,3007,85,2,198.66,112.17,0.0283,0.0235,2.34,99.33,0.56
2025-03-30,巨量引擎,短视频,广告计划_020,广告组_083,直播切片,男性25-34,华东,iOS,4810,159,12,1119.3,458.01,0.0331,0.0755,7.04,93.28,0.41
2025-02-11,磁力引擎,开屏,广告计划_008,广告组_098,图文,女性18-24,西南,Android,3011,40,0,151.77,0.0,0.0133,0.0,3.79,0.0,0.0
2025-02-06,腾讯广告,开屏,广告计划_019,广告组_015,直播切片,新客,西南,iOS,2875,193,22,1618.59,1728.32,0.0671,0.114,8.39,73.57,1.07
2025-03-07,腾讯广告,短视频,广告计划_050,广告组_092,直播切片,新客,西南,iOS,841,44,2,499.76,188.29,0.0523,0.0455,11.36,249.88,0.38
2025-03-31,磁力引擎,搜索,广告计划_007,广告组_098,直播切片,学生党,华南,Android,3460,373,22,749.04,1261.55,0.1078,0.059,2.01,34.05,1.68
2025-02-04,巨量引擎,信息流,广告计划_009,广告组_004,短视频,新客,华北,Android,5809,389,44,2531.96,2169.71,0.067,0.1131,6.51,57.54,0.86
2025-01-19,巨量引擎,信息流,广告计划_032,广告组_052,短视频,老客,华中,iOS,2928,157,21,926.37,3257.28,0.0536,0.1338,5.9,44.11,3.52
2025-03-21,巨量引擎,开屏,广告计划_043,广告组_027,短视频,学生党,华南,iOS,2532,68,13,79.16,272.69,0.0269,0.1912,1.16,6.09,3.44
2025-02-18,巨量引擎,开屏,广告计划_044,广告组_089,图文,男性25-34,西南,iOS,5612,106,3,746.41,275.85,0.0189,0.0283,7.04,248.8,0.37
2025-03-14,腾讯广告,开屏,广告计划_017,广告组_060,直播切片,新客,华东,iOS,2236,127,8,468.41,323.82,0.0568,0.063,3.69,58.55,0.69
2025-02-21,腾讯广告,开屏,广告计划_033,广告组_010,短视频,新客,华中,Android,2098,122,18,604.37,676.99,0.0582,0.1475,4.95,33.58,1.12
2025-01-12,巨量引擎,信息流,广告计划_011,广告组_094,短视频,老客,华中,iOS,1861,84,14,97.51,1819.31,0.0451,0.1667,1.16,6.97,18.66
2025-01-24,腾讯广告,短视频,广告计划_013,广告组_048,直播切片,女性18-24,华北,iOS,4445,300,20,1507.05,1897.09,0.0675,0.0667,5.02,75.35,1.26
2025-01-21,磁力引擎,搜索,广告计划_016,广告组_044,图文,女性18-24,西南,Android,2571,193,3,1533.42,240.51,0.0751,0.0155,7.95,511.14,0.16
2025-01-23,巨量引擎,信息流,广告计划_026,广告组_069,图文,男性25-34,华北,iOS,2395,84,10,266.71,932.96,0.0351,0.119,3.18,26.67,3.5
2025-02-12,腾讯广告,搜索,广告计划_025,广告组_050,图文,一线城市白领,华北,Android,2180,106,14,528.04,835.95,0.0486,0.1321,4.98,37.72,1.58
2025-02-02,磁力引擎,搜索,广告计划_037,广告组_021,直播切片,学生党,华东,Android,2771,106,12,886.89,252.68,0.0383,0.1132,8.37,73.91,0.28
2025-03-20,腾讯广告,开屏,广告计划_021,广告组_029,图文,学生党,华中,Android,2172,167,9,857.4,555.75,0.0769,0.0539,5.13,95.27,0.65
2025-02-27,磁力引擎,搜索,广告计划_032,广告组_017,图文,男性25-34,华东,Android,3785,327,43,2916.1,1969.16,0.0864,0.1315,8.92,67.82,0.68
2025-02-24,巨量引擎,开屏,广告计划_049,广告组_036,短视频,男性25-34,华北,iOS,3021,49,10,400.39,240.05,0.0162,0.2041,8.17,40.04,0.6
2025-02-19,腾讯广告,开屏,广告计划_022,广告组_009,直播切片,一线城市白领,西南,Android,2504,189,9,684.34,491.33,0.0755,0.0476,3.62,76.04,0.72
2025-03-02,磁力引擎,短视频,广告计划_042,广告组_043,短视频,新客,西南,iOS,1941,142,3,140.44,81.95,0.0732,0.0211,0.99,46.81,0.58
2025-02-19,巨量引擎,信息流,广告计划_011,广告组_075,图文,老客,华东,Android,2840,160,12,443.21,1227.81,0.0563,0.075,2.77,36.93,2.77
2025-01-05,磁力引擎,搜索,广告计划_047,广告组_053,短视频,老客,西南,Android,3271,132,34,216.58,4361.18,0.0404,0.2576,1.64,6.37,20.14
2025-02-10,巨量引擎,搜索,广告计划_005,广告组_047,直播切片,一线城市白领,西南,iOS,6098,285,36,2277.29,4295.17,0.0467,0.1263,7.99,63.26,1.89
2025-02-13,巨量引擎,搜索,广告计划_047,广告组_095,图文,一线城市白领,华南,Android,5722,119,9,666.91,1222.04,0.0208,0.0756,5.6,74.1,1.83
2025-03-16,巨量引擎,短视频,广告计划_018,广告组_003,图文,女性18-24,华北,iOS,4667,199,18,1019.29,1970.76,0.0426,0.0905,5.12,56.63,1.93
2025-01-20,巨量引擎,开屏,广告计划_025,广告组_060,短视频,老客,华东,Android,3737,111,22,772.42,1450.97,0.0297,0.1982,6.96,35.11,1.88
2025-02-01,腾讯广告,信息流,广告计划_045,广告组_042,图文,女性18-24,华东,iOS,4953,399,64,678.17,4554.06,0.0806,0.1604,1.7,10.6,6.72
2025-01-08,腾讯广告,短视频,广告计划_026,广告组_097,直播切片,学生党,华南,Android,2505,189,26,1156.63,1444.96,0.0754,0.1376,6.12,44.49,1.25
2025-03-03,磁力引擎,开屏,广告计划_019,广告组_084,直播切片,老客,西南,Android,3046,107,17,303.81,503.31,0.0351,0.1589,2.84,17.87,1.66
2025-02-27,巨量引擎,搜索,广告计划_042,广告组_015,短视频,老客,华东,iOS,2821,282,31,1092.97,1732.89,0.1,0.1099,3.88,35.26,1.59
2025-02-07,巨量引擎,搜索,广告计划_029,广告组_054,图文,新客,西南,Android,5787,292,37,2368.84,3958.1,0.0505,0.1267,8.11,64.02,1.67
2025-02-23,巨量引擎,信息流,广告计划_032,广告组_009,直播切片,新客,华中,Android,2641,148,13,202.22,1338.53,0.056,0.0878,1.37,15.56,6.62
2025-01-09,磁力引擎,搜索,广告计划_021,广告组_051,短视频,女性18-24,华东,Android,2187,129,11,511.52,763.86,0.059,0.0853,3.97,46.5,1.49
2025-01-19,磁力引擎,短视频,广告计划_011,广告组_081,图文,学生党,华中,Android,2680,80,9,326.36,529.04,0.0299,0.1125,4.08,36.26,1.62
2025-01-10,磁力引擎,开屏,广告计划_031,广告组_082,短视频,老客,华中,Android,2745,169,18,1161.39,613.82,0.0616,0.1065,6.87,64.52,0.53
2025-03-06,巨量引擎,信息流,广告计划_009,广告组_003,直播切片,女性18-24,华中,Android,6496,401,28,552.63,3542.18,0.0617,0.0698,1.38,19.74,6.41
2025-01-22,磁力引擎,信息流,广告计划_007,广告组_076,图文,新客,华东,iOS,1437,33,0,93.06,0.0,0.023,0.0,2.82,0.0,0.0
2025-02-21,腾讯广告,搜索,广告计划_039,广告组_100,短视频,老客,华南,iOS,1808,176,24,1189.07,1177.12,0.0973,0.1364,6.76,49.54,0.99
2025-03-28,磁力引擎,信息流,广告计划_038,广告组_027,图文,老客,华北,Android,1892,90,16,504.28,375.34,0.0476,0.1778,5.6,31.52,0.74
2025-02-17,巨量引擎,开屏,广告计划_001,广告组_041,直播切片,女性18-24,华南,iOS,2568,104,5,441.74,438.12,0.0405,0.0481,4.25,88.35,0.99
2025-02-22,腾讯广告,短视频,广告计划_012,广告组_085,图文,男性25-34,华南,iOS,1094,58,3,417.59,119.26,0.053,0.0517,7.2,139.2,0.29
2025-01-18,腾讯广告,搜索,广告计划_044,广告组_077,图文,新客,华北,Android,2911,187,9,950.95,393.55,0.0642,0.0481,5.09,105.66,0.41
2025-03-02,巨量引擎,信息流,广告计划_010,广告组_073,图文,一线城市白领,华北,Android,1456,22,1,103.27,86.32,0.0151,0.0455,4.69,103.27,0.84
2025-02-22,腾讯广告,信息流,广告计划_020,广告组_012,直播切片,男性25-34,华东,iOS,3650,225,40,908.99,3318.86,0.0616,0.1778,4.04,22.72,3.65
2025-03-05,腾讯广告,信息流,广告计划_041,广告组_030,直播切片,老客,华南,Android,3513,175,6,1126.32,802.04,0.0498,0.0343,6.44,187.72,0.71
2025-01-11,巨量引擎,搜索,广告计划_016,广告组_036,直播切片,学生党,华东,iOS,2525,231,42,451.0,3833.13,0.0915,0.1818,1.95,10.74,8.5
2025-01-26,巨量引擎,短视频,广告计划_047,广告组_005,图文,新客,华南,Android,3237,86,9,290.63,376.18,0.0266,0.1047,3.38,32.29,1.29
2025-03-11,磁力引擎,信息流,广告计划_024,广告组_009,直播切片,老客,华中,iOS,2294,44,3,180.0,229.01,0.0192,0.0682,4.09,60.0,1.27
2025-03-27,腾讯广告,信息流,广告计划_008,广告组_073,图文,老客,华东,iOS,2386,87,13,719.21,475.12,0.0365,0.1494,8.27,55.32,0.66
2025-01-12,腾讯广告,信息流,广告计划_011,广告组_013,直播切片,老客,华中,iOS,807,68,8,96.37,308.13,0.0843,0.1176,1.42,12.05,3.2
2025-01-17,腾讯广告,短视频,广告计划_038,广告组_022,图文,新客,华东,iOS,4784,97,12,706.12,708.96,0.0203,0.1237,7.28,58.84,1.0
2025-02-12,磁力引擎,搜索,广告计划_043,广告组_041,直播切片,一线城市白领,华北,iOS,3751,225,31,2126.72,2116.18,0.06,0.1378,9.45,68.6,1.0
2025-01-08,巨量引擎,搜索,广告计划_033,广告组_084,直播切片,学生党,华南,Android,4088,208,36,1801.47,2257.78,0.0509,0.1731,8.66,50.04,1.25
2025-03-22,腾讯广告,短视频,广告计划_032,广告组_098,图文,男性25-34,华东,Android,2170,223,32,699.27,2968.45,0.1028,0.1435,3.14,21.85,4.25
2025-02-16,腾讯广告,短视频,广告计划_017,广告组_089,直播切片,男性25-34,华南,iOS,2493,92,15,876.01,637.05,0.0369,0.163,9.52,58.4,0.73
2025-02-17,磁力引擎,搜索,广告计划_004,广告组_076,直播切片,女性18-24,西南,iOS,1315,83,6,569.61,428.42,0.0631,0.0723,6.86,94.94,0.75
2025-01-10,磁力引擎,搜索,广告计划_011,广告组_100,图文,一线城市白领,西南,Android,740,62,4,179.87,368.67,0.0838,0.0645,2.9,44.97,2.05
2025-01-20,磁力引擎,开屏,广告计划_006,广告组_018,图文,男性25-34,西南,iOS,4205,213,29,1487.05,1109.13,0.0507,0.1362,6.98,51.28,0.75
2025-01-24,磁力引擎,搜索,广告计划_048,广告组_083,直播切片,一线城市白领,西南,iOS,1533,162,26,339.84,2207.2,0.1057,0.1605,2.1,13.07,6.49
2025-02-06,巨量引擎,开屏,广告计划_028,广告组_032,图文,新客,华东,Android,4382,86,7,640.42,343.33,0.0196,0.0814,7.45,91.49,0.54
2025-03-17,巨量引擎,短视频,广告计划_012,广告组_001,短视频,一线城市白领,华南,iOS,4800,268,29,2134.94,1842.37,0.0558,0.1082,7.97,73.62,0.86
2025-01-28,巨量引擎,短视频,广告计划_043,广告组_025,直播切片,一线城市白领,华南,Android,2663,164,22,781.47,1410.72,0.0616,0.1341,4.77,35.52,1.81
2025-03-09,腾讯广告,短视频,广告计划_038,广告组_011,直播切片,老客,西南,iOS,1731,113,6,518.38,557.03,0.0653,0.0531,4.59,86.4,1.07
2025-01-09,腾讯广告,开屏,广告计划_020,广告组_049,短视频,女性18-24,华南,Android,4988,121,5,1117.89,159.28,0.0243,0.0413,9.24,223.58,0.14
2025-02-27,磁力引擎,短视频,广告计划_012,广告组_045,短视频,学生党,华中,Android,2859,98,16,265.21,1308.05,0.0343,0.1633,2.71,16.58,4.93
2025-02-06,磁力引擎,开屏,广告计划_024,广告组_078,短视频,学生党,华中,Android,2174,114,9,472.56,727.63,0.0524,0.0789,4.15,52.51,1.54
2025-02-10,巨量引擎,信息流,广告计划_026,广告组_077,图文,学生党,华中,Android,4293,97,6,442.96,688.17,0.0226,0.0619,4.57,73.83,1.55
2025-03-21,巨量引擎,信息流,广告计划_005,广告组_024,短视频,一线城市白领,华东,Android,1441,107,5,575.66,141.13,0.0743,0.0467,5.38,115.13,0.25
2025-03-27,巨量引擎,搜索,广告计划_003,广告组_037,图文,女性18-24,华东,iOS,1197,61,4,366.25,120.05,0.051,0.0656,6.0,91.56,0.33
2025-03-11,巨量引擎,信息流,广告计划_046,广告组_049,图文,老客,华中,Android,5540,201,40,705.1,2417.38,0.0363,0.199,3.51,17.63,3.43
2025-01-09,腾讯广告,搜索,广告计划_003,广告组_065,短视频,一线城市白领,华中,Android,2773,306,73,1398.85,9069.4,0.1103,0.2386,4.57,19.16,6.48
2025-01-10,腾讯广告,信息流,广告计划_038,广告组_017,图文,新客,华东,Android,811,50,1,323.0,37.28,0.0617,0.02,6.46,323.0,0.12
2025-03-02,磁力引擎,开屏,广告计划_034,广告组_055,短视频,女性18-24,西南,Android,3785,164,6,1077.2,291.45,0.0433,0.0366,6.57,179.53,0.27
2025-02-06,腾讯广告,短视频,广告计划_035,广告组_095,图文,老客,华中,iOS,4465,384,17,3187.4,1352.56,0.086,0.0443,8.3,187.49,0.42
2025-01-12,巨量引擎,搜索,广告计划_042,广告组_076,直播切片,老客,西南,iOS,1380,90,12,639.64,527.44,0.0652,0.1333,7.11,53.3,0.82
2025-03-11,腾讯广告,开屏,广告计划_007,广告组_048,直播切片,老客,华南,Android,4514,236,30,1462.06,3078.04,0.0523,0.1271,6.2,48.74,2.11
2025-03-24,腾讯广告,搜索,广告计划_027,广告组_083,直播切片,新客,华东,Android,2155,183,5,1397.53,404.39,0.0849,0.0273,7.64,279.51,0.29
2025-02-26,磁力引擎,短视频,广告计划_006,广告组_091,短视频,学生党,华中,Android,1971,153,20,143.1,647.74,0.0776,0.1307,0.94,7.15,4.53
2025-02-10,腾讯广告,开屏,广告计划_033,广告组_073,图文,女性18-24,西南,Android,1442,61,3,297.75,346.29,0.0423,0.0492,4.88,99.25,1.16
2025-01-25,巨量引擎,短视频,广告计划_017,广告组_078,直播切片,一线城市白领,华中,Android,4349,204,33,1419.07,872.81,0.0469,0.1618,6.96,43.0,0.62
2025-01-11,腾讯广告,短视频,广告计划_026,广告组_030,短视频,男性25-34,华北,Android,2248,72,12,169.06,1083.11,0.032,0.1667,2.35,14.09,6.41
2025-03-18,巨量引擎,短视频,广告计划_032,广告组_001,短视频,老客,华东,iOS,4373,141,5,267.78,769.53,0.0322,0.0355,1.9,53.56,2.87
2025-03-13,磁力引擎,开屏,广告计划_047,广告组_050,直播切片,一线城市白领,华中,Android,875,59,11,99.69,282.54,0.0674,0.1864,1.69,9.06,2.83
2025-02-13,磁力引擎,开屏,广告计划_036,广告组_083,图文,老客,华北,iOS,1921,101,10,275.23,944.05,0.0526,0.099,2.73,27.52,3.43
2025-03-21,磁力引擎,信息流,广告计划_049,广告组_049,直播切片,一线城市白领,华中,Android,2343,57,9,317.88,265.32,0.0243,0.1579,5.58,35.32,0.83
2025-03-02,腾讯广告,开屏,广告计划_045,广告组_075,图文,一线城市白领,华东,Android,1943,85,8,466.46,417.08,0.0437,0.0941,5.49,58.31,0.89
2025-03-19,巨量引擎,信息流,广告计划_014,广告组_033,短视频,男性25-34,华北,iOS,4134,84,5,130.08,212.4,0.0203,0.0595,1.55,26.02,1.63
2025-01-26,磁力引擎,搜索,广告计划_041,广告组_086,图文,一线城市白领,华中,Android,3213,75,10,188.47,745.19,0.0233,0.1333,2.51,18.85,3.95
2025-03-24,磁力引擎,短视频,广告计划_034,广告组_065,直播切片,一线城市白领,华南,Android,2687,135,13,925.96,1191.61,0.0502,0.0963,6.86,71.23,1.29
2025-03-18,巨量引擎,信息流,广告计划_004,广告组_016,短视频,一线城市白领,华东,iOS,4600,195,17,1204.51,531.56,0.0424,0.0872,6.18,70.85,0.44
2025-02-21,腾讯广告,短视频,广告计划_016,广告组_011,短视频,老客,华中,Android,2984,221,13,420.66,354.54,0.0741,0.0588,1.9,32.36,0.84
2025-03-25,腾讯广告,信息流,广告计划_048,广告组_040,直播切片,学生党,华北,iOS,1074,38,5,307.44,103.24,0.0354,0.1316,8.09,61.49,0.34
2025-01-14,腾讯广告,信息流,广告计划_032,广告组_029,图文,学生党,华东,iOS,2798,201,12,273.53,752.36,0.0718,0.0597,1.36,22.79,2.75
2025-01-23,腾讯广告,搜索,广告计划_022,广告组_035,图文,老客,西南,iOS,3031,208,13,819.74,1368.85,0.0686,0.0625,3.94,63.06,1.67
2025-02-23,磁力引擎,搜索,广告计划_041,广告组_072,直播切片,男性25-34,华中,Android,1039,59,1,112.16,55.72,0.0568,0.0169,1.9,112.16,0.5
2025-02-05,腾讯广告,短视频,广告计划_042,广告组_068,图文,一线城市白领,华北,iOS,2934,194,18,916.9,1238.16,0.0661,0.0928,4.73,50.94,1.35
2025-02-15,腾讯广告,开屏,广告计划_028,广告组_039,短视频,老客,西南,iOS,1000,19,1,56.16,127.78,0.019,0.0526,2.96,56.16,2.28
2025-02-08,腾讯广告,开屏,广告计划_014,广告组_093,短视频,男性25-34,华中,iOS,2152,77,4,668.82,92.52,0.0358,0.0519,8.69,167.2,0.14
2025-02-14,腾讯广告,短视频,广告计划_024,广告组_059,图文,学生党,华中,Android,3927,147,3,902.95,101.31,0.0374,0.0204,6.14,300.98,0.11
2025-01-09,巨量引擎,开屏,广告计划_003,广告组_038,直播切片,老客,西南,Android,1489,34,3,202.66,172.03,0.0228,0.0882,5.96,67.55,0.85
2025-02-13,磁力引擎,短视频,广告计划_031,广告组_031,直播切片,男性25-34,华中,iOS,1868,170,5,200.46,209.66,0.091,0.0294,1.18,40.09,1.05
2025-03-26,腾讯广告,搜索,广告计划_028,广告组_046,直播切片,一线城市白领,西南,Android,4628,289,18,3277.93,2167.32,0.0624,0.0623,11.34,182.11,0.66
2025-03-29,巨量引擎,搜索,广告计划_044,广告组_031,短视频,男性25-34,西南,Android,6279,570,22,4235.3,2154.03,0.0908,0.0386,7.43,192.51,0.51
2025-02-03,磁力引擎,搜索,广告计划_044,广告组_026,短视频,男性25-34,西南,Android,3840,239,30,1989.61,2085.29,0.0622,0.1255,8.32,66.32,1.05
2025-01-22,巨量引擎,信息流,广告计划_025,广告组_069,图文,男性25-34,华中,Android,4013,121,12,301.13,790.25,0.0302,0.0992,2.49,25.09,2.62
2025-03-19,磁力引擎,短视频,广告计划_029,广告组_073,短视频,新客,西南,Android,2604,70,3,406.2,116.17,0.0269,0.0429,5.8,135.4,0.29
2025-01-09,腾讯广告,搜索,广告计划_011,广告组_065,直播切片,新客,西南,Android,4269,307,6,1734.55,587.34,0.0719,0.0195,5.65,289.09,0.34
2025-01-12,磁力引擎,开屏,广告计划_002,广告组_052,图文,一线城市白领,华北,iOS,3586,191,27,1314.02,1996.08,0.0533,0.1414,6.88,48.67,1.52
2025-01-09,磁力引擎,短视频,广告计划_034,广告组_080,短视频,新客,华北,iOS,822,38,2,121.75,160.29,0.0462,0.0526,3.2,60.88,1.32
2025-02-03,腾讯广告,信息流,广告计划_010,广告组_036,图文,学生党,华东,Android,2653,76,8,657.63,531.38,0.0286,0.1053,8.65,82.2,0.81
2025-01-28,巨量引擎,信息流,广告计划_011,广告组_063,短视频,新客,西南,iOS,1609,25,2,110.23,232.27,0.0155,0.08,4.41,55.12,2.11
2025-03-02,磁力引擎,开屏,广告计划_006,广告组_083,图文,新客,华北,iOS,3006,198,8,466.65,746.54,0.0659,0.0404,2.36,58.33,1.6
2025-03-24,巨量引擎,信息流,广告计划_015,广告组_025,直播切片,女性18-24,华东,Android,3516,246,50,1770.28,3127.43,0.07,0.2033,7.2,35.41,1.77
2025-02-23,磁力引擎,信息流,广告计划_049,广告组_059,直播切片,学生党,华北,iOS,3169,150,13,690.03,242.89,0.0473,0.0867,4.6,53.08,0.35
